Sample_ID,Valid_Length,RMSD_Angstroms,Full_dRMSD,Helix_dRMSD,Sheet_dRMSD,GDT_TS,TM_Score,Q3_Accuracy,Top-L/2_Prec
350,25,9.7337,5.3963,nan,nan,0.0900,0.0137,0.3600,0.0000
351,25,3.4433,1.7808,nan,nan,0.5100,0.1269,0.5200,0.0000
352,25,4.4143,1.7977,nan,nan,0.3900,0.0648,0.5200,0.0000
353,25,4.0588,1.0394,0.2453,nan,0.4500,0.1029,0.6800,0.0000
354,25,6.5584,3.8007,0.3428,nan,0.3100,0.0513,0.2800,0.0000
355,25,4.8514,1.8163,0.2569,nan,0.4800,0.1257,0.3600,0.0000
356,25,7.6388,4.4721,nan,nan,0.2100,0.0266,0.2000,0.0000
357,20,2.3795,0.9168,0.2572,nan,0.6500,0.0878,0.7000,nan
358,25,2.7488,2.0661,0.2565,nan,0.6000,0.1848,0.7200,0.0000
359,19,2.2408,1.3902,0.1462,nan,0.7632,0.1782,0.2632,nan
360,21,4.1879,1.2332,0.1875,nan,0.4405,0.0524,0.8095,nan
361,19,4.6953,2.4213,nan,0.5805,0.3816,0.0241,0.5263,nan
362,25,3.7036,1.4851,0.8473,nan,0.5300,0.1471,0.4400,0.0000
363,25,1.5246,0.4214,0.2457,nan,0.9200,0.6457,0.9200,0.0000
364,25,0.4884,0.2363,0.2025,nan,0.9900,0.8063,0.9200,0.0000
365,15,0.3511,0.1769,0.1562,nan,1.0000,0.0000,0.8667,nan
366,25,2.6469,1.3853,nan,nan,0.5900,0.1898,0.6000,0.0000
367,15,6.0131,2.7698,nan,nan,0.2833,0.0000,0.3333,nan
368,25,4.9014,2.3716,0.1214,nan,0.4300,0.0880,0.2800,0.0000
369,25,13.1200,7.5769,nan,nan,0.0400,0.0077,0.2800,0.0833
370,25,10.1117,6.3530,nan,0.1229,0.1000,0.0171,0.4000,0.0000
371,25,2.3828,1.2390,nan,0.0859,0.6800,0.2689,0.5600,0.0000
372,25,1.0295,0.2678,0.2133,nan,0.9000,0.5349,0.9200,0.0000
373,25,6.0739,2.8188,0.1475,nan,0.2800,0.0451,0.5200,0.0000
374,15,3.4899,1.3647,nan,nan,0.4833,0.0000,0.6667,nan
375,25,7.3988,2.9364,nan,nan,0.2400,0.0413,0.1600,0.0000
376,25,8.2059,4.4337,nan,0.1762,0.1900,0.0239,0.4000,0.0000
377,25,4.7894,1.4810,0.3223,nan,0.3600,0.0572,0.5600,0.0000
378,19,2.3872,0.7509,nan,0.0779,0.6711,0.1508,0.4211,nan
379,25,4.1694,2.0965,0.2757,nan,0.4500,0.0912,0.3600,0.0000
380,21,10.1229,9.2002,3.2585,nan,0.2500,0.0207,0.2381,nan
381,25,10.4561,5.7560,nan,3.1986,0.0900,0.0115,0.3600,0.0833
382,20,5.4532,3.6692,nan,nan,0.3625,0.0274,0.2500,nan
383,19,4.6088,1.7738,0.3259,nan,0.3947,0.0259,0.4211,nan
384,15,0.2582,0.1384,0.1384,nan,1.0000,0.0000,1.0000,nan
385,17,1.8991,0.8627,0.1342,nan,0.7794,0.1755,0.2353,nan
386,16,2.7587,0.7066,nan,nan,0.5625,0.0713,0.0000,nan
387,19,7.3635,4.0322,nan,nan,0.2368,0.0093,0.1579,nan
388,25,0.4398,0.2415,0.2068,nan,1.0000,0.8258,0.9200,0.0000
389,21,6.7395,4.7210,0.0989,1.3793,0.2500,0.0090,0.5714,nan
390,26,6.8911,3.6067,0.2150,nan,0.3269,0.0720,0.3077,0.0000
391,26,6.2431,3.7039,nan,nan,0.3365,0.0680,0.1154,0.0000
392,26,5.6246,2.1032,nan,nan,0.3462,0.0883,0.4231,0.0000
393,26,4.9494,3.0608,nan,nan,0.3077,0.0570,0.1923,0.0000
394,26,2.4050,1.4892,0.1576,nan,0.6346,0.2531,0.7308,0.0000
395,26,3.8294,1.3356,0.5461,nan,0.5192,0.1524,0.8077,0.0000
396,16,4.4146,1.7308,nan,nan,0.3750,0.0177,0.3125,nan
397,26,6.8874,3.1021,0.4170,nan,0.2404,0.0498,0.4615,0.0000
398,25,10.3106,5.3280,1.5951,nan,0.1400,0.0168,0.2400,0.0000
399,21,7.4757,4.8885,nan,nan,0.2143,0.0089,0.5714,nan
400,26,8.6784,4.5004,1.1697,nan,0.1635,0.0388,0.1923,0.0000
401,16,5.5213,2.5723,1.6483,nan,0.3125,0.0166,0.8125,nan
402,23,4.0942,2.9505,0.2325,nan,0.4565,0.0641,0.5652,nan
403,26,4.2093,1.5952,0.4497,nan,0.3750,0.0812,0.5385,0.0000
404,26,7.6078,4.8974,2.6077,nan,0.2308,0.0391,0.1538,0.0000
405,26,4.3286,2.3706,1.1601,nan,0.4038,0.0886,0.6538,0.0000
406,26,2.8670,1.3570,1.1773,nan,0.6731,0.2992,0.8077,0.0000
407,25,10.0980,4.4728,nan,0.3170,0.1700,0.0188,0.5600,0.0833
408,26,5.6023,3.1560,1.2187,nan,0.3173,0.0779,0.4231,0.0000
409,26,5.9307,2.6534,nan,0.0740,0.4423,0.1504,0.3077,0.0000
410,26,1.7465,0.5833,0.2773,nan,0.8077,0.4912,0.7308,0.0000
411,26,9.6053,6.7737,4.0767,nan,0.1538,0.0244,0.1923,0.0000
412,26,4.1656,1.8085,nan,nan,0.4327,0.1048,0.6154,0.0769
413,26,3.3395,0.9909,0.2160,nan,0.5865,0.1832,0.6154,0.0000
414,26,4.6249,2.0452,0.4797,nan,0.4038,0.0906,0.5000,0.0000
415,26,11.0918,8.0793,nan,nan,0.1154,0.0164,0.2308,0.0000
416,26,7.3804,5.6461,nan,nan,0.2019,0.0295,0.4231,0.0000
417,24,2.1499,0.8493,0.2554,nan,0.8229,0.3798,0.7917,nan
418,26,1.8431,1.0847,nan,0.0941,0.7692,0.3610,0.7308,0.0000
419,26,3.5685,1.2683,0.1438,nan,0.4615,0.1075,0.5769,0.0000
420,21,1.5222,0.4371,0.2185,nan,0.9167,0.3597,0.9048,nan
421,26,6.9376,2.6033,0.2547,nan,0.3173,0.0666,0.3846,0.0000
422,26,5.8993,1.8992,0.1959,nan,0.3365,0.0767,0.5000,0.0000
423,26,7.3561,3.7875,3.7609,nan,0.2019,0.0341,0.0769,0.0000
424,26,3.8441,1.9100,0.2047,nan,0.4904,0.1771,0.7308,0.0000
425,26,2.7549,1.6155,0.4126,nan,0.5962,0.1924,0.5385,0.0000
426,25,6.0746,3.2734,1.0130,nan,0.3100,0.0434,0.2800,0.0000
427,26,3.6987,1.5109,0.1380,nan,0.5288,0.1521,0.6923,0.0000
428,22,1.3427,0.3283,0.3128,nan,0.8636,0.2567,0.9091,nan
429,26,3.3167,1.7986,0.2227,nan,0.5769,0.1660,0.6538,0.0000
430,26,5.4337,2.8426,0.5306,nan,0.2981,0.0549,0.5385,0.0000
431,24,9.8151,7.9260,0.4456,nan,0.1250,0.0106,0.5417,nan
432,26,1.9171,0.5325,0.5019,nan,0.7596,0.3387,0.8077,0.0000
433,21,4.2755,2.3364,0.1206,nan,0.4524,0.0280,0.8095,nan
434,26,2.0076,0.6306,0.3704,nan,0.8654,0.4667,0.8846,0.0000
435,26,4.1772,1.9906,1.7343,nan,0.4904,0.1637,0.9231,0.0000
436,26,11.3527,10.3883,nan,nan,0.0865,0.0138,0.5385,0.0000
437,17,5.3551,1.8185,1.8399,nan,0.3088,0.0157,0.6471,nan
438,16,4.6110,4.1117,0.7616,nan,0.3750,0.0184,0.2500,nan
439,26,6.7215,3.0867,0.2165,nan,0.2692,0.0382,0.4231,0.0000
440,26,0.4712,0.1749,0.1749,nan,1.0000,0.8190,0.8846,0.0000
441,17,1.5000,0.3884,0.3378,nan,0.8529,0.3190,0.8824,nan
442,26,8.6094,4.6945,nan,nan,0.1731,0.0210,0.1154,0.0000
443,19,3.5247,1.1847,0.1349,nan,0.4605,0.0419,0.6842,nan
444,21,0.5360,0.1913,0.1913,nan,0.9881,0.5560,1.0000,nan
445,22,10.6045,5.9380,0.3574,nan,0.1932,0.0099,0.3182,nan
446,16,6.1750,3.6620,2.9857,nan,0.2656,0.0131,0.5000,nan
447,26,7.7223,4.4280,2.8574,nan,0.1827,0.0196,0.6154,0.0000
448,21,2.4799,0.7681,0.3523,nan,0.8214,0.3355,0.8571,nan
449,16,3.6157,2.0468,nan,nan,0.4844,0.0496,0.0625,nan
450,24,6.0377,2.8769,2.1965,nan,0.3438,0.0567,0.3333,nan
451,18,0.4739,0.1387,0.1387,nan,1.0000,0.6002,1.0000,nan
452,27,1.7935,1.0433,0.1000,nan,0.7407,0.3371,0.6667,0.0000
453,27,5.1116,1.9366,nan,0.1297,0.3889,0.0927,0.5926,0.0769
454,26,4.2151,1.6771,0.3562,nan,0.4423,0.0922,0.7308,0.0000
455,27,3.6517,2.3495,0.1450,nan,0.5000,0.1594,0.6667,0.0000
456,23,3.9380,2.1585,nan,nan,0.4891,0.0828,0.5652,nan
457,19,10.2878,8.2670,2.8748,nan,0.1842,0.0085,0.0000,nan
458,27,6.8551,3.5181,0.3317,nan,0.2500,0.0580,0.4815,0.1538
459,27,4.3832,1.6231,0.1410,nan,0.4907,0.1744,0.5556,0.0000
460,27,5.2310,2.5273,0.2138,nan,0.3889,0.1124,0.4815,0.0000
461,27,3.4544,1.5494,0.1808,nan,0.5093,0.1578,0.5556,0.0000
462,27,4.8043,2.5045,nan,nan,0.3333,0.0630,0.4074,0.0000
463,27,2.8006,1.4481,0.6149,nan,0.7037,0.3213,0.7037,0.0000
464,27,4.3134,1.9357,0.1630,nan,0.4722,0.1504,0.6296,0.0000
465,27,2.2074,0.9251,nan,0.4796,0.6574,0.2911,0.4815,0.0000
466,27,5.1815,2.2671,0.1205,nan,0.3241,0.0763,0.4444,0.0000
467,27,2.0927,0.5096,0.4868,nan,0.6759,0.3259,0.9259,0.0000
468,27,6.6168,3.4639,0.3186,nan,0.2778,0.0591,0.5556,0.0000
469,26,5.8671,3.3881,2.8081,nan,0.3365,0.0729,0.0385,0.0000
470,26,1.8382,0.6918,0.1303,nan,0.7212,0.3452,0.8846,0.0000
471,23,5.4596,2.7163,nan,nan,0.3587,0.0403,0.4348,nan
472,27,7.2978,3.7759,nan,nan,0.2407,0.0410,0.1111,0.0000
473,27,4.2277,1.3605,nan,0.5286,0.4352,0.1167,0.4074,0.0000
474,27,1.7238,0.4800,0.4429,nan,0.7500,0.3854,0.8889,0.0000
475,27,6.2452,3.8565,0.2897,nan,0.3981,0.1158,0.6296,0.0000
476,27,8.9979,4.8893,0.3218,nan,0.2315,0.0810,0.4074,0.0000
477,27,4.3318,1.4262,0.1756,nan,0.4167,0.1157,0.4074,0.0000
478,27,6.2808,3.0721,0.0514,nan,0.2870,0.0735,0.2222,0.0000
479,17,1.8130,0.7980,0.1088,nan,0.7647,0.1958,0.6471,nan
480,27,3.5001,1.2272,nan,nan,0.5278,0.1864,0.1111,0.0000
481,27,8.8186,5.1497,3.5529,nan,0.1481,0.0231,0.5185,0.0000
482,20,2.9707,1.2861,1.2526,nan,0.6125,0.1098,0.7500,nan
483,23,2.2437,0.5908,nan,nan,0.6196,0.1400,1.0000,nan
484,20,1.0811,0.2323,0.2323,nan,0.9500,0.4492,1.0000,nan
485,27,11.9727,10.2927,0.1621,nan,0.0463,0.0107,0.4074,0.0000
486,27,2.4662,1.1489,0.2547,nan,0.7037,0.3328,0.7037,0.0000
487,22,2.1051,0.3271,nan,nan,0.6932,0.1555,1.0000,nan
488,16,1.7119,0.2440,nan,nan,0.7344,0.1346,1.0000,nan
489,18,1.3493,0.7859,0.2181,nan,0.9028,0.3096,0.8333,nan
490,19,0.3015,0.1871,nan,nan,1.0000,0.7740,0.0000,nan
491,27,1.4311,0.4235,0.1256,nan,0.9444,0.6748,0.8148,0.0000
492,27,5.3628,2.7521,0.1182,nan,0.4722,0.1878,0.6296,0.1538
493,27,2.2099,1.0887,nan,nan,0.6204,0.2518,0.5185,0.0000
494,27,1.4844,0.4454,0.3905,nan,0.8889,0.6059,0.8148,0.0000
495,27,7.1329,4.0196,nan,nan,0.2407,0.0489,0.5185,0.0000
496,15,1.5026,0.3050,0.0545,nan,0.9333,0.0000,0.8667,nan
497,27,2.3595,0.4665,0.1219,nan,0.7593,0.4786,0.7778,0.0000
498,22,9.3151,7.1232,nan,4.8895,0.1023,0.0068,0.3182,nan
499,17,5.8454,2.1206,1.3621,nan,0.3235,0.0191,0.5882,nan
500,18,1.1670,0.3500,0.3891,nan,0.9167,0.3169,0.6667,nan
501,27,0.7668,0.2326,0.2249,nan,0.9722,0.7024,0.9259,0.0000
502,23,4.0380,2.0611,0.5398,nan,0.5217,0.0947,0.7391,nan
503,22,3.6691,1.4201,0.9227,nan,0.4773,0.0434,0.7273,nan
504,22,2.2695,1.1481,0.5979,nan,0.7045,0.1739,0.6364,nan
505,27,1.1923,0.5221,0.3125,nan,0.8796,0.5902,0.8148,0.0000
506,27,2.4713,1.0551,nan,0.1211,0.6759,0.3126,0.5926,0.0769
507,27,6.8687,2.5570,nan,nan,0.2685,0.0531,0.5926,0.0769
508,26,5.3214,2.3715,0.3830,nan,0.3654,0.0772,0.4615,0.0000
509,23,6.2937,4.0395,nan,nan,0.3261,0.0346,0.3043,nan
510,27,3.7054,1.2138,0.3032,nan,0.5185,0.1812,0.5926,0.0000
511,24,0.6612,0.3026,0.3031,nan,0.9688,0.6474,0.7917,nan
512,27,9.0258,4.7842,0.1358,nan,0.1852,0.0350,0.2593,0.0769
513,27,4.6433,2.4928,nan,nan,0.3611,0.0738,0.6296,0.0000
514,27,2.3652,1.1987,nan,0.1994,0.6759,0.3092,0.6296,0.0000
515,27,3.3608,0.9456,0.4334,nan,0.5370,0.1729,0.7037,0.0000
516,27,6.8823,3.5730,nan,nan,0.2037,0.0341,0.5556,0.0769
517,27,4.6797,2.4233,0.3369,nan,0.4074,0.1126,0.2963,0.0000
518,20,2.0738,0.5925,0.4773,nan,0.6875,0.0953,0.8000,nan
519,27,5.4730,1.8516,nan,nan,0.3611,0.1011,0.4815,0.0000
520,27,3.2542,2.1520,0.3557,nan,0.5833,0.2044,0.5556,0.0000
521,28,2.2452,1.0919,0.2075,nan,0.7321,0.3833,0.3571,0.0000
522,28,10.5173,4.7002,nan,nan,0.0536,0.0163,0.6071,0.1429
523,28,2.9850,1.2334,0.2190,0.0860,0.5893,0.2469,0.7143,0.0000
524,28,10.6071,6.6198,nan,nan,0.0625,0.0164,0.5357,0.0000
525,28,15.7386,11.2320,nan,nan,0.0357,0.0122,0.0357,0.0000
526,19,5.1902,2.2611,nan,nan,0.3684,0.0175,0.1053,nan
527,28,11.4802,6.8027,nan,0.2872,0.1429,0.0300,0.5357,0.0000
528,28,4.4115,2.1848,1.0172,nan,0.4464,0.1494,0.6786,0.0000
529,28,5.8770,2.9468,0.5294,nan,0.3125,0.0911,0.6786,0.0000
530,24,3.8077,1.4464,0.3603,nan,0.4896,0.1014,0.3750,nan
531,24,4.2346,2.3102,0.2631,nan,0.4271,0.0753,0.6250,nan
532,28,3.9342,2.0042,nan,nan,0.5089,0.1992,0.3214,0.0000
533,28,4.2744,1.8365,0.2766,nan,0.4375,0.1456,0.5000,0.0000
534,28,5.1114,2.3061,0.5629,nan,0.3661,0.1122,0.7143,0.0000
535,28,14.4734,9.1642,nan,0.2221,0.0625,0.0170,0.5357,0.0000
536,28,1.7159,0.7475,0.3426,nan,0.8036,0.4447,0.5714,0.0000
537,24,4.5460,1.2665,0.1877,nan,0.5000,0.1470,0.5833,nan
538,28,7.4020,4.0544,0.2033,nan,0.2232,0.0381,0.4643,0.0000
539,28,3.2592,1.1094,0.3376,nan,0.5625,0.2480,0.6429,0.0000
540,28,5.5325,2.9909,0.9792,nan,0.3482,0.0913,0.6071,0.0000
541,28,4.0008,2.0978,0.3859,nan,0.4554,0.1368,0.6786,0.0000
542,28,4.1346,1.2218,0.3803,nan,0.5000,0.2036,0.6429,0.0000
543,28,10.4501,7.2978,0.3849,nan,0.1250,0.0399,0.3214,0.0000
544,19,6.5701,5.0896,nan,nan,0.2368,0.0116,0.1053,nan
545,22,0.1970,0.1335,0.1335,nan,1.0000,0.9010,1.0000,nan
546,24,1.6987,0.4498,0.1997,nan,0.8854,0.5978,0.8750,nan
547,23,0.8231,0.3557,0.1760,nan,0.9565,0.5953,0.8696,nan
548,28,4.5575,1.2155,nan,nan,0.4554,0.1717,0.4286,0.0000
549,25,5.2443,4.0073,0.7562,0.2886,0.3200,0.0466,0.3600,0.0000
550,17,2.2172,1.0394,0.3479,nan,0.7353,0.1332,0.8235,nan
551,28,8.4698,4.8706,0.0804,nan,0.1696,0.0336,0.3929,0.0000
552,18,5.2558,2.8849,0.0519,nan,0.3750,0.0563,0.2222,nan
553,28,2.8022,1.1725,0.7895,nan,0.6071,0.2485,0.7143,0.0000
554,28,4.2443,2.2892,nan,0.7707,0.4375,0.1479,0.3571,0.5000
555,28,7.5158,2.9006,2.3531,nan,0.1964,0.0414,0.6429,0.0000
556,28,6.1708,2.0877,1.9138,nan,0.2857,0.0558,0.8929,0.0000
557,23,4.6914,2.2287,0.7167,nan,0.3478,0.0301,0.6957,nan
558,28,3.9344,1.2632,0.2955,nan,0.4911,0.1903,0.6786,0.0000
559,28,7.2884,3.7557,0.2337,0.1252,0.2143,0.0433,0.5357,0.0000
560,28,11.7678,9.9469,nan,nan,0.0893,0.0230,0.0000,0.0000
561,27,6.0520,3.4611,0.3247,nan,0.2593,0.0452,0.6296,0.0000
562,15,3.4698,0.7868,nan,nan,0.5333,0.0000,0.2667,nan
563,28,1.5840,0.9175,0.1759,nan,0.7857,0.4422,0.6786,0.0000
564,19,4.5085,3.6557,nan,nan,0.4342,0.0280,0.0000,nan
565,15,1.3646,0.4959,nan,nan,0.9000,0.0000,0.0667,nan
566,28,1.2798,0.7265,0.2998,nan,0.8482,0.5734,0.6786,0.0000
567,24,6.8511,3.1782,nan,0.1586,0.2500,0.0273,0.5417,nan
568,28,2.8166,1.3449,0.1010,nan,0.5714,0.2421,0.6786,0.0000
569,28,3.2654,1.6316,0.4031,nan,0.5357,0.2083,0.6786,0.0000
570,27,4.9398,1.9070,0.1264,nan,0.3889,0.1008,0.1481,0.0000
571,28,4.6323,1.8322,0.4143,nan,0.4196,0.1304,0.5714,0.0000
572,28,4.6015,2.0662,0.2580,nan,0.5000,0.1747,0.6786,0.0000
573,28,0.8078,0.2155,0.2007,nan,0.9732,0.7263,0.9286,0.0000
574,28,0.8290,0.2211,0.2060,nan,0.9286,0.6891,0.8929,0.0000
575,28,12.7574,9.6728,0.4578,nan,0.1786,0.0454,0.0357,0.0000
576,28,5.1363,2.4404,0.2894,nan,0.3571,0.0913,0.2857,0.0000
577,28,6.5641,3.2282,nan,nan,0.2232,0.0523,0.4643,0.0000
578,28,12.9218,13.3007,6.3272,nan,0.1250,0.0366,0.0357,0.0000
579,28,12.5787,12.7603,3.7363,nan,0.1071,0.0305,0.0714,0.0000
580,28,1.5980,0.5266,0.2077,nan,0.7857,0.4375,0.7500,0.0000
581,15,6.5488,3.8123,nan,nan,0.2833,0.0000,0.2667,nan
582,28,2.8122,0.7474,0.1689,nan,0.7054,0.3829,0.8214,0.0000
583,28,3.5138,1.9465,0.3555,nan,0.5804,0.2553,0.6786,0.0000
584,23,4.3656,2.1096,nan,nan,0.4130,0.0605,0.4783,nan
585,28,7.8022,3.6807,0.2637,nan,0.2679,0.0613,0.4286,0.0000
586,28,12.9613,7.3841,nan,nan,0.0625,0.0162,0.2857,0.0000
587,28,4.4962,2.3840,nan,nan,0.4018,0.0883,0.3929,0.0000
588,28,5.6051,2.8944,nan,nan,0.3304,0.0771,0.3214,0.0000
589,28,3.3225,1.4981,0.0873,nan,0.5268,0.2092,0.6786,0.0000
590,28,9.3541,5.2469,0.8699,nan,0.1339,0.0236,0.5000,0.0000
591,28,13.0338,11.0304,nan,nan,0.0179,0.0109,0.1429,0.0000
592,28,4.7880,1.8987,nan,nan,0.4375,0.1754,0.5714,0.0714
593,29,7.9595,3.1709,nan,0.0889,0.2241,0.0737,0.3103,0.3571
594,29,5.2119,2.2725,nan,nan,0.3621,0.1191,0.5517,0.0000
595,29,4.0331,2.0209,nan,0.1238,0.4397,0.1426,0.6207,0.6429
596,29,3.9802,2.3259,0.1595,nan,0.5517,0.2398,0.6207,0.0000
597,29,8.1094,5.6731,0.2610,nan,0.2155,0.0549,0.4483,0.0000
598,29,7.7386,4.8196,nan,nan,0.2155,0.0508,0.0000,0.0000
599,29,3.9891,2.2524,nan,0.1619,0.4310,0.1513,0.6207,0.0714
600,29,7.7219,3.2043,nan,nan,0.2328,0.0547,0.3448,0.0000
601,29,3.5545,1.7568,nan,nan,0.5603,0.2708,0.2414,0.0000
602,29,3.9275,2.5613,nan,nan,0.4483,0.1908,0.5517,0.0000
603,29,4.1190,1.5024,nan,0.1523,0.4483,0.1594,0.7241,0.0000
604,29,6.3988,2.5320,nan,nan,0.2500,0.0612,0.4483,0.3571
605,29,5.3897,1.9942,0.2869,nan,0.4138,0.1557,0.7931,0.0000
606,29,3.1024,0.8925,0.4753,nan,0.5776,0.2519,0.7586,0.0000
607,29,9.8548,6.8533,nan,nan,0.0776,0.0195,0.0345,0.0000
608,29,2.0961,0.5530,0.5321,nan,0.7069,0.3866,0.9310,0.0000
609,26,6.9117,2.7207,0.4055,nan,0.2308,0.0363,0.4231,0.0000
610,29,4.1915,2.0739,0.2775,nan,0.4310,0.1523,0.5172,0.0000
611,29,7.6133,3.1713,0.1969,nan,0.2155,0.0482,0.3448,0.0000
612,29,4.2026,0.8628,0.3702,nan,0.5000,0.1898,0.5517,0.0000
613,29,2.5862,1.3737,nan,nan,0.6121,0.2800,0.5172,0.0000
614,29,9.1596,3.1452,nan,nan,0.1724,0.0596,0.3448,0.0000
615,29,9.9822,3.9956,nan,nan,0.1638,0.0330,0.4483,0.0000
616,20,1.3825,0.9035,0.9023,nan,0.8500,0.2963,0.4500,nan
617,28,5.5001,2.3461,0.2374,nan,0.3393,0.0826,0.4286,0.0000
618,29,5.3329,4.0179,0.1404,nan,0.3362,0.0936,0.1724,0.0000
619,22,0.3188,0.1115,0.1088,nan,1.0000,0.8136,0.9545,nan
620,24,1.3830,0.2953,0.2629,nan,0.8646,0.4708,0.9583,nan
621,29,2.4270,0.7620,0.2468,nan,0.7414,0.4486,0.8276,0.0000
622,15,4.4618,3.5819,nan,nan,0.3833,0.0000,0.2000,nan
623,29,6.9154,2.8735,nan,0.1334,0.2759,0.0805,0.5517,0.6429
624,25,8.9602,8.0313,4.1603,nan,0.1300,0.0141,0.1200,0.0000
625,29,7.3066,2.6861,nan,nan,0.2328,0.0576,0.3103,0.0000
626,29,7.0210,3.3789,nan,nan,0.2586,0.0753,0.5517,0.3571
627,29,8.0372,4.4770,nan,nan,0.1810,0.0427,0.6207,0.0000
628,29,2.7737,1.0469,0.4789,nan,0.6121,0.2755,0.7241,0.0000
629,29,3.7147,1.5353,0.1451,nan,0.5172,0.1915,0.1724,0.0000
630,18,5.6933,4.8863,nan,nan,0.3056,0.0116,0.1667,nan
631,18,2.6649,0.9766,nan,nan,0.6250,0.0720,0.3333,nan
632,25,4.4407,1.5360,nan,0.1377,0.4200,0.0730,0.6400,0.0000
633,18,12.6320,11.8303,nan,nan,0.1111,0.0077,0.0000,nan
634,29,4.3317,1.7819,0.1622,nan,0.4224,0.1234,0.5172,0.0000
635,25,11.5792,9.1821,nan,0.1855,0.0600,0.0117,0.4800,0.0000
636,20,0.6587,0.2587,0.2482,nan,0.9625,0.5738,0.7500,nan
637,22,1.4647,0.5156,0.1652,nan,0.8068,0.2323,0.4091,nan
638,17,5.7211,5.2256,0.2680,nan,0.2794,0.0125,0.1176,nan
639,19,0.4899,0.3584,0.3621,nan,0.9868,0.7308,0.9474,nan
640,29,0.9006,0.4535,0.1200,nan,0.9569,0.7889,0.7931,0.0000
641,15,4.7570,3.4864,nan,nan,0.3667,0.0000,0.0000,nan
642,29,2.5044,0.6102,0.1369,nan,0.6897,0.3827,0.6897,0.0000
643,29,3.4515,1.8598,0.2408,nan,0.5086,0.1776,0.7241,0.0000
644,27,2.5883,1.7713,0.1504,nan,0.6019,0.2196,0.5185,0.0000
645,16,2.9091,1.0667,1.0900,nan,0.6406,0.1293,0.8125,nan
646,30,8.1598,5.5138,nan,0.5016,0.2000,0.0739,0.5000,0.0000
647,19,2.9950,1.3135,nan,1.2841,0.5263,0.0453,0.2632,nan
648,30,2.6291,1.2106,nan,0.0906,0.6417,0.3662,0.6333,0.2000
649,19,0.9103,0.3414,0.4020,nan,0.9474,0.3694,0.6842,nan
650,30,1.6612,0.6206,0.2635,nan,0.8667,0.6535,0.8333,0.0000
651,30,5.5978,3.4879,0.6662,nan,0.3000,0.0708,0.2667,0.0000
652,30,8.3041,4.0783,0.4993,nan,0.2083,0.0632,0.5667,0.2000
653,26,5.5677,2.2011,nan,0.1815,0.4519,0.1474,0.6154,0.2308
654,30,4.3190,2.0211,0.1857,nan,0.4667,0.2139,0.4333,0.0000
655,30,4.4961,1.9968,0.3248,nan,0.4167,0.1559,0.5667,0.0000
656,30,11.3128,5.7501,4.9767,nan,0.1583,0.0289,0.4667,0.0000
657,30,6.8894,3.6778,0.2205,nan,0.3333,0.0877,0.4333,0.0000
658,30,3.4054,0.9418,0.5491,nan,0.5667,0.2676,0.7667,0.0000
659,26,2.2648,0.7759,0.1890,nan,0.7404,0.3435,0.7692,0.0000
660,24,5.3730,2.3823,nan,nan,0.3333,0.0539,0.1250,nan
661,30,3.0742,1.3632,0.2862,nan,0.5917,0.3082,0.4667,0.0000
662,30,8.9380,6.2120,1.3098,nan,0.1667,0.0458,0.3000,0.0667
663,30,3.1912,1.5406,0.1909,nan,0.5583,0.2612,0.5667,0.0000
664,26,2.4195,1.5601,0.2986,nan,0.7019,0.3089,0.8077,0.0000
665,30,3.2217,1.6611,0.1989,nan,0.6167,0.3275,0.5667,0.0000
666,30,3.8582,1.4304,0.1284,0.1709,0.4833,0.2316,0.6667,0.0667
667,30,3.0234,1.3710,0.2068,nan,0.6500,0.3640,0.4667,0.0000
668,26,4.1134,1.3891,0.3363,nan,0.5192,0.1510,0.8077,0.0000
669,30,5.1890,2.6130,nan,nan,0.3417,0.0919,0.6000,0.0000
670,30,1.0325,0.3249,0.2504,nan,0.9333,0.7225,0.8333,0.0000
671,24,2.8302,0.6929,0.5690,nan,0.6146,0.1774,0.8750,nan
672,30,0.7665,0.2897,0.2910,nan,0.9583,0.7909,0.9000,0.0000
673,20,4.5575,1.7493,0.5633,nan,0.4625,0.0631,0.8500,nan
674,30,2.3690,1.0615,nan,0.0542,0.6500,0.3401,0.5000,0.0000
675,30,2.8149,1.1129,0.3846,nan,0.6333,0.3347,0.6333,0.0000
676,18,7.1843,3.4413,0.2702,nan,0.2222,0.0105,0.4444,nan
677,20,7.0536,4.0093,0.7821,nan,0.2750,0.0137,0.2000,nan
678,26,13.1206,10.9514,nan,nan,0.0962,0.0257,0.3846,0.0000
679,30,4.9590,3.9730,0.4376,0.4285,0.3500,0.1187,0.5000,0.0000
680,18,0.4429,0.2648,0.2190,nan,0.9861,0.6806,0.7778,nan
681,30,3.6298,1.8228,0.2144,nan,0.4500,0.1561,0.3667,0.0000
682,25,0.7316,0.1975,0.1913,nan,0.9700,0.6730,0.9600,0.0000
683,30,5.4633,3.0508,nan,nan,0.3500,0.1177,0.3667,0.0000
684,30,5.7805,2.9040,nan,nan,0.3000,0.0899,0.5667,0.1333
685,30,3.8982,2.1876,0.1982,nan,0.5333,0.2370,0.8000,0.0000
686,30,2.5149,1.0029,0.1991,nan,0.6417,0.3340,0.5000,0.0000
687,16,7.9215,7.7050,nan,nan,0.0938,0.0048,0.0000,nan
688,27,2.4661,0.7846,0.2702,nan,0.7222,0.3759,0.8148,0.0000
